Year,Number of votes,Title,Screenwriter,Gender,Description,Agency,Agents,Management,Managers,Producer,Financier
2017,16,"When In Doubt, Seduce",Allie Hagan,F,The true story of the early relationship between Elaine May and Mike Nichols.,CAA,"Jay Baker, Sue Carls",Management 360,Eryn Brown,,Mickey Liddell
2017,15,The Expansion Project,Leo Sardarian,M,A rookie Marine gets stranded on a hostile planet during humanity’s space colonization with nothing but her exo-suit that’s running out of fusion power.,APA,"Adam Perry, Chris Ridenhour",Echo Lake Entertainment,Adam Riback,Safehouse Pictures,Warner Bros
2017,15,Newsflash,Ben Jacoby,M,"On November 22nd, 1963, Walter Cronkite puts everything on the line to get the story right as a president is killed, a frightened nation weeps, and television comes of age.",Verve,"Parker Davis, Adam Weinstein",Madhouse Entertainment,Adam Kolbrenner,"Madhouse Entertainment, Stampede Ventures",
2017,14,V.I.N.,Chiara Towne,F,"As Alex Haley struggles to write the autobiography of Malcolm X, his editor at Playboy assigns him a new interview: George Lincoln Rockwell, head of the American Nazi Party",CAA,"Rowena Arguelles, Sue Carls",Grandview,"Zac Frognowski, Jeff Silver",Automatik Entertainment,
2017,13,Come As You Are,Zach Baylin,M,"An idealistic young woman’s life begins to unravel when her job in social media exposes her to the darkest corners of humanity, sending her on a violent mission to take down not just the web’s most vicious content, but its creators as well.",CAA,"Sue Carls, Jon Cassir, Praveen Pandian",Grandview,"Zac Frognowski, Jeff Silver",AZA Films,Lost Lodge
2017,13,Hughes,Andrew Rothschild,M,"The story of writer-director John Hughes, whose emotionally honest high school movies helped to define American culture in the 1980s – but who, at the very height of his success, abruptly abandoned filmmaking for reasons that have never been fully explained.",UTA,Amanda Hymson,,,,
2017,13,The Mother,Misha Green,F,,CAA,Joe Mann,,,"Misha Green, Vertigo Entertainment",Netflix
2017,13,One Thousand Paper Cranes,Ben Bolea,M,"The incredible true story of Sadako Sasaki, a young girl living in Hiroshima when the atomic bomb was dropped. Years later when she gets leukemia, she hears about the legend that if someone folds one thousand paper cranes, a wish will be granted. At the same time, aspiring writer Eleanor Coerr learns of Sadako’s story and becomes determined to bring her message of hope and peace to the world.",WME,"Tanya Cohen, Holly Jeter",Bellevue Productions,Jeff Portnoy,Ian Bryce Productions,
2017,13,Ruthless,John Swetnam,M,"After she is diagnosed with terminal brain cancer, a former assassin must carry out one last assignment in order to ensure her daughter’s future.",Verve,David Boxerbaum,Industry Entertainment,Michael Botti,"ASAP Entertainment, Vinson Films, Weimaraner Republic Pictures",Amblin Partners
2017,12,Jellyfish Summer,Sarah Jane Inwards,F,A young black girl’s family in 1960s Mississippi decides to harbor two human-looking refugees who have mysteriously fallen from the sky.,Verve,"Melissa Darman, Nicholas Mohebbi, Adam Weinstein",Kaplan/Perrone,"Alex Lerner, Ben Neumann",,
2017,12,"Mad, Bad, And Dangerous to Know",Jade Bartlett,F,"Based on the book trilogy Mad, Bad and Dangerous to Know by Chloe J. Esposito. An underdog identical twin accidentally kills her too-perfect sister only to discover murder suits her as she becomes compulsively embroiled in the life of a mafia assassin.",UTA,"Amanda Hymson, Greg McKnight",Heroes and Villains Entertainment,Henry Huang,Michael De Luca Productions,Universal Pictures
2017,12,Valedictorian,Cosmo Carlson,M,"An obsessive type-A student vows to secure the valedictorian title before school ends by any means necessary, even murder.",WME,"Simon Faber, Meyash Prabhu",Lighthouse Productions,Jacob Epstein,,
2017,11,Brosio,Mattson Tomlin,M,"Inspired by the work of artist John Brosio. When a man begins to lose all of the people close to him in a series of increasingly absurd natural disasters, he must find out why his world has been turned upside down.",CAA,"Jay Baker, Pete Stein, Ida Ziniti",Grandview,Zac Frognowski,Clubhouse Pictures,
2017,11,Power,Mattson Tomlin,M,"When a young drug dealer is kidnapped by a man hellbent on finding his missing daughter, they must team up to get to the bottom of the mystery of the intense street drug known as Power.",CAA,"Jay Baker, Pete Stein, Ida Ziniti",Grandview,Zac Frognowski,"Clubhouse Pictures, Grand Electric",Netflix
2017,10,Arc of Justice,"Max Borenstein, Rodney Barnes",M,"Based on the book Arc of Justice: A Saga of Race, Civil Rights, and Murder in the Jazz Age written by Kevin Boyle. Chronicles the landmark civil rights trial of Dr. Ossian Sweet after he was charged with the murder of a white man.","UTA, Paradigm","Borenstein: Charles Ferraro, Keya Khayatian, Tim Phillips, Larry Salz; Barnes: Doug Fronk",Borenstein: Anonymous Content; Barnes: Principato Young,"Bornestein: Bard Dorros; Barnes: Brian Dobbins, Allen Fischer",,
2017,10,Don’t Be Evil,"Gabriel Diani, Etta Devine, Evan Bates",B,"Adapted from In the Plex by Steven Levy and I’m Feeling Lucky by Douglas Edwards. Google’s Larry Page, Sergey Brin and Eric Schmidt struggle with their corporate motto, Don’t Be Evil,” in the face of their meteoric rise to a multibillion-dollar valuation and a major Chinese hacking incident.",UTA,"Keya Khayatian, Jordan Lonner",LBI Entertainment,Harry Lengsfield,See-Saw Productions,
2017,10,Escape From the North Pole,"Paul Laudiero, Ben Baker",M,"A young girl partners up with an elf, a Russian explorer and a reindeer to rescue Santa Claus from a band of evil elves and save the North Pole.",WME,"Ryan Draizin, Jeff Gorin, Nick Hoagland",,,,
2017,10,Fubar,Brent Hyman,M,An inept CIA psychologist is embedded on a globe-trotting mission with the agency’s most valuable operative who suffers from an extreme case of multiple personality disorder.,Verve,"Parker Davis, Chris Noriega, Chase Northington, Melissa Solomon, Adam Weinstein",,,,
2017,10,Infinite,Ian Shorr,M,Based on the The Reincarnationist Papers written by D. Eric Maikranz. The hallucinations of a schizophrenic are revealed to be memories from past lives where he obtained talents that he still has to this day.,UTA,"Emerson Davis, Charles Ferraro, David Park",Bellevue Productions,John Zaozirny,"Bellevue Productions, DiBonaventura Pictures",Paramount
2017,10,Kate,Umair Aleem,M,"When a veteran hitwoman is mysteriously poisoned on her last assignment in Tokyo, she has 24 hours to track down her killer before she dies.",Verve,"Bryan Besser, Nicholas Mohebbi",Madhouse Entertainment,Adam Kolbrenner,"Clubouse Pictures, 87Eleven",Netflix
2017,10,Key of Genius,"Daniel Persitz, Devon Kliger",M,"The true story of Derek Paravicini, a blind, severely autistic boy who needed an incredible teacher to help realize his world-class musical ability.",,,,,,
2017,10,Kill Shelter,"Eric Beu, Greg Martin",M,A darkly comic crime thriller concerning three groups of people dealing with blackmail gone wrong.,Verve,"Bryan Besser, Parker Davis, Matthew Doyle, Felicia Prinz",Good Fear Film + Management,Scott Stoops,,
2017,10,The Man From Tomorrow,Jordan Barel,M,"The true story of visionary entrepreneur Elon Musk, who after being ousted from PayPal, guides SpaceX through it turbulent early years while simultaneously building Tesla.",Verve,David Boxerbaum,Bellevue Productions,Jeff Portnoy,,
2017,10,Moxie,Heather Quinn,F,"To combat crime in near-future Los Angeles, the FBI creates supercops based on specific genetic sequences. To their shock, their best candidate is a vulgar stripper named Moxie.",Paradigm,Gabrielle Lewis,,,,
2017,9,Ballerina,Shay Hatten,F,"After her family is murdered, an assassin seeks revenge on the killers.",CAA,"Joe Mann, Praveen Pandian",Lee Stobby Entertainment,Lee Stobby,Thunder Road Pictures,Lionsgate
2017,9,Escape,"JD Payne, Patrick McKay",M,"When a wrongly accused man is shipped to an Australian penal colony for five years, he quickly realizes his only chance of seeing his family again is to escape the prison with a gang of colors and survive the deadly terrain that awaits on the outside.",Verve,"Zach Carlisle, Parker Davis, Adam Weinstein, Bill Weinstein",Kaplan/Perrone,"Aaron Kaplan, Sean Perrone","Michael De Luca Productions, Thunder Road Pictures",
2017,9,Gadabout,Ross Evans,M,"In 1951, a manufacturing company stirs up curiosity when they publish a user’s manual to a time machine called Gadabout TM-1050.",WME,"Tanya Cohen, Ryan Draizin, Nick Hoagland",,,Safehouse Pictures,Columbia
2017,9,Heart of the Beast,Cameron Alexander,M,A former Navy SEAL and his retired combat dog attempt to return to civilization after a catastrophic accident deep in the Alaskan wilderness.,,,Rosa Entertainment,Sidney Sherman,"Rosa Entertainment, Stay Gold Features",Stay Gold Features
2017,9,Innocent Monsters,Elaina Perpelitt,F,A writer struggling to crack her second novel starts to lose her sense of reality as the book bleeds into her life…and her life bleeds back.,UTA,"Abby Glusker, Alex Rincon",Brillstein Entertainment Partners,Natalie Covault,Free Association,
2017,9,The Kingbreaker,"Andrew Bozalis, Derek Mether",M,A CIA operative experienced in taking down kings and installing their replacements is brought in to take down a dictator he helped install a few years prior.,,,Zero Gravity,Eric Williams,Zero Gravity,
2017,9,Liberation,Darby Kealey,M,"The true story of Nancy Wake, the most decorated servicewoman in World War II, who led resistance fighters in a series of dangerous missions in Nazi-occupied France.",CAA,"Jon Cassir, Rob Herting",Mindframe Films & Management,Jesse Silver,"Alexandre Dauman, Anne Hathaway, Adam Shulman, Mindframe",
2017,9,The Other Lamb,Catherine McMullen,F,A young female coming-of-age story set within an alternative religion.,RGM ,"Dayne Kelly, Candice Thom",Fictional Entity,"Krista Carpenter, Chris Deckard",Rumble Films,
2017,9,This Is Jane,Daniel Loflin,M,"Based on the book The Story of Jane: The Legendary Underground Feminist Abortion Service by Laura Kaplan. An ordinary group of women provide 11,000 safe, illegal abortions in Chicago from 1968 through 1973.",ESA,"Antoni Kaczmarek, Varun Monga, Martin To",Heller Highwater,Peter Heller,"Heller Highwater Productions, Le Grisbi Productions",Amazon Studios
2017,9,Wyler,Michael Moskowitz,M,"With Hitler laying waste to Europe and the United States refusing to answer the call to war, Jewish filmmaker William Wyler risks his career to make Mrs. Miniver, the most effective propaganda film of all time.",UTA,Geoff Morley,Lee Stobby Management,"Lee Stobby, Derrick Eppich",Weimaraner Republic Pictures,
2017,8,The Boxer,Justine Juel Gillmer,F,"A young Polish man escapes from a concentration camp in which he was forced by SS agents to box other Jews, travels to America to begin a successful career as a professional boxer, and reunites with the woman he lost.",WME,"Ryan Feldman, Blake Frostin",Grandview,"Zac Frognowski, Jeff Silver","Scott Pardo, Weimaraner Republic Pictures",
2017,8,George,Jeremy Michael Cohen,M,"The true story of the Reys, the husband and wife team who fell in love, created Curious George, and escaped the horrors of WWII in Europe together.",Verve,David Boxerbaum,,,,
2017,8,Hack,Mike Schneider,M,"Based on actual reports, a horrifying look inside the Democratic National Committee hack and the Russian manipulation of the 2016 election.",UTA,"Charles Ferraro, Geoff Morley",Lee Stobby Entertainment,Lee Stobby,"Anonymous Content, Elizabeth Cantillion",
2017,8,Lionhunters,Will Beall,M,"A rogue cop suffers a gunshot wound in 1987 and wakes from a coma thirty years later, where he is partnered with a mildmannered progressive detective — his son.",CAA,Jay Baker,Management 360,Darin Friedman,Silver Pictures,
2017,8,The Saviors,"Travis Betz, Kevin Hamedani",M,"A seemingly progressive suburban husband and wife renting their garage through AirBnB become suspicious of their Muslim guests. As they investigate their visitors, they unwittingly trigger events that will forever change the course of human history.",APA,Ryan Saul,Lee Stobby Entertainment,Lee Stobby,"Lee Stobby Entertainment, Red Hour",
2017,8,Strongman,"Nicholas Jacobson-Larson, Dalton Leeb",M,"Based on the confusing, sometimes offensive, borderline-insane memories of David Prowse, the irascible Englishman behind Darth Vader’s mask.",CAA,Joe Mann,Energy Entertainment,Brooklyn Weaver,,
2017,7,Call Jane,"Hayley Schore, Roshan Sethi",F,"Before Roe v. Wade in 1960s Chicago, a pregnant woman becomes a member of an underground group which provides abortions in a safe environment.",ICM,"Doug MacLaren, Niki Montazaran",Madhouse Entertainment,Adam Kolbrenner,The Firm,
2017,7,Dorothy & Alice,Justin Merz,M,Dorothy Gale and Alice meet in a home for those having nightmares and embark on a journey to save the imaginations of the world.,Verve,David Boxerbaum,The Gotham Group,Jeremy Bell,Clubhouse Pictures,Netflix
2017,7,Greenland,Chris Sparling,M,"A disgraced father is determined to get his family to what, in four days, will be the only safe place on earth.",UTA,"Charles Ferraro, Allan Haldeman, Carolyn Sivitz",Kaplan/Perrone,Aaron Kaplan/Sean Perrone,Thunder Road Pictures,
2017,7,Jihotties,Molly Prather,F,"In an effort to fund their start-up, two women catfish ISIS and get more than they bargained for when the CIA recruits them as spies.",Verve,"Melissa Darman, Parker Davis, Melissa Solomon, Adam Weinstein",Grandview,Nate Matteson,,
2017,7,The Lodge,"Veronika Franz, Severin Fiala (Previous draft and original idea by Sergio Casci)",F,A supernatural evil haunts a woman and her stepchildren in a cabin on Christmas.,WME,"Roger Green, Sarah Self",,,"FilmNation, Hammer Films",FilmNation
